,score,decision_baseline
3103,0.5217563781783966,1
2200,0.2928765236911676,0
2822,0.34270249946057535,0
1890,0.5195341559561744,1
3629,0.4723247752985178,0
6587,0.471593654567397,0
3158,0.1864685800410334,0
3499,0.3772139162860812,0
4038,0.8285567075731196,1
3509,0.20915490306794654,0
1256,0.20915490306794654,0
4011,0.31454684693235524,0
2346,0.7158015791670795,1
5443,0.8285567075731196,1
357,0.7518761910269139,1
6644,0.2826201134347574,0
1005,0.7777531859079737,1
10,0.42748908836917066,0
3436,0.2928765236911676,0
1459,0.7333529007075829,1
2172,0.5104432468652652,1
6846,0.4660695626212868,0
6407,0.757159448178178,1
856,0.22991835150581358,0
6160,0.22991835150581358,0
6008,0.5886975064468325,1
2544,0.26622091073520215,0
5761,0.7600062723277269,1
5659,0.2928765236911676,0
6765,0.12840455526917563,0
6515,0.8331499488266256,1
4813,0.6213530904195521,1
6375,0.3694698085419734,0
3122,0.41974498062506294,0
816,0.8285567075731196,1
6235,0.1864685800410334,0
4145,0.5878354374813153,1
7044,0.1793690129414663,0
6043,0.2826201134347574,0
3266,0.5104432468652652,1
3564,0.26622091073520215,0
887,0.5403496503496503,1
2103,0.42748908836917066,0
6195,0.3694698085419734,0
4924,0.5403496503496503,1
7175,0.14388990829503717,0
1887,0.42748908836917066,0
1661,0.7395515091832312,1
4518,0.3694698085419734,0
6906,0.03333333333333333,0
2152,0.35072642229858725,0
1338,0.6449206805867398,1
4435,0.2525623741498363,0
6068,0.42748908836917066,0
4232,0.8285567075731196,1
1461,0.7518761910269139,1
4268,0.35072642229858725,0
268,0.31454684693235524,0
6560,0.7600062723277269,1
2208,0.6218826795539506,1
2259,0.2249688565563186,0
3118,0.722719416544687,1
1319,0.3694698085419734,0
3771,0.5228173861359562,1
3972,0.31454684693235524,0
3176,0.31454684693235524,0
3191,0.41974498062506294,0
5900,0.20915490306794654,0
3928,0.20817929331184898,0
5621,0.459530162503905,0
4127,0.7035374282236833,1
3671,0.2928765236911676,0
1718,0.2928765236911676,0
1624,0.3694698085419734,0
5705,0.5217563781783966,1
4404,0.2928765236911676,0
2954,0.5195341559561744,1
2696,0.20817929331184898,0
6802,0.2826201134347574,0
5907,0.30121351359902193,0
2892,0.3694698085419734,0
1595,0.8020201222072659,1
2562,0.6939466353848086,1
6356,0.5403496503496503,1
649,0.35072642229858725,0
764,0.1864685800410334,0
4656,0.7600062723277269,1
402,0.42748908836917066,0
4688,0.2928765236911676,0
1273,0.42748908836917066,0
6091,0.5195341559561744,1
2977,0.36554123711340203,0
1111,0.3772139162860812,0
2886,0.2826201134347574,0
5374,0.5217563781783966,1
2276,0.30121351359902193,0
405,0.7777531859079737,1
6201,0.41800318455490865,0
4355,0.35240056538577386,0
5289,0.5449480732731964,1
2933,0.3694698085419734,0
5117,0.6344844035508652,1
3105,0.31451932094396157,0
3289,0.7518761910269139,1
2580,0.3193039224622489,0
4731,0.7600062723277269,1
1813,0.5195341559561744,1
5580,0.8285567075731196,1
2402,0.6449206805867398,1
865,0.42748908836917066,0
95,0.35072642229858725,0
3990,0.4523190730390471,0
1267,0.2249688565563186,0
7212,0.3415118262423177,0
1301,0.42748908836917066,0
1192,0.3026488503222685,0
5360,0.3772139162860812,0
1911,0.5826839223298002,1
6510,0.6143778520978829,1
6454,0.8020201222072659,1
902,0.3437662545837026,0
7007,0.6939466353848086,1
6319,0.218276586514494,0
4545,0.6918836646635841,1
3818,0.636205843300474,1
2766,0.7518761910269139,1
4362,0.630067927705818,1
1952,0.3340118262423177,0
3036,0.3694698085419734,0
2476,0.6922224974537741,1
720,0.42748908836917066,0
2500,0.42748908836917066,0
6850,0.5217563781783966,1
1469,0.868992673992674,1
6357,0.7217318026842795,1
3841,0.7518761910269139,1
4231,0.7600062723277269,1
1502,0.7085750712349178,1
3898,0.2928765236911676,0
811,0.7035374282236833,1
4375,0.471593654567397,0
5706,0.8330532862632467,1
5183,0.15634674922600617,0
2179,0.6431992408371311,1
5010,0.2249688565563186,0
5197,0.5104432468652652,1
4834,0.5886975064468325,1
1044,0.42748908836917066,0
6553,0.43374430104640177,0
3203,0.8020201222072659,1
6855,0.471593654567397,0
1228,0.5195341559561744,1
5204,0.30121351359902193,0
2787,0.42748908836917066,0
4315,0.5217563781783966,1
6705,0.2928765236911676,0
1143,0.051515151515151514,0
3598,0.5195341559561744,1
780,0.43374430104640177,0
7181,0.35465499372715864,0
3087,0.42748908836917066,0
5135,0.2928765236911676,0
473,0.2928765236911676,0
1489,0.7518761910269139,1
6614,0.2928765236911676,0
5826,0.7518761910269139,1
3594,0.5403496503496503,1
6496,0.6449206805867398,1
3076,0.26622091073520215,0
387,0.42748908836917066,0
3247,0.3694698085419734,0
3182,0.43374430104640177,0
3522,0.2826201134347574,0
2930,0.5826839223298002,1
7053,0.42748908836917066,0
2215,0.6707322092115676,1
4187,0.5195341559561744,1
1420,0.26622091073520215,0
5382,0.26622091073520215,0
657,0.7155331942086312,1
6532,0.3437662545837026,0
7189,0.3981133871855521,0
4238,0.9795493642016773,1
3439,0.35858106939851736,0
6057,0.30121351359902193,0
3884,0.20915490306794654,0
1579,0.22991835150581358,0
1680,0.5217563781783966,1
4556,0.2249688565563186,0
5129,0.16139725427651125,0
1632,0.5217563781783966,1
6506,0.30121351359902193,0
819,0.5217563781783966,1
6975,0.37895571235623543,0
5166,0.6431992408371311,1
2067,0.5104432468652652,1
248,0.5217563781783966,1
6659,0.2249688565563186,0
2378,0.5217563781783966,1
5483,0.36554123711340203,0
1299,0.5132789432789433,1
1164,0.6939466353848086,1
192,0.318602168076284,0
2877,0.26622091073520215,0
6647,0.36554123711340203,0
1187,0.42748908836917066,0
4998,0.8975641025641025,1
5082,0.42748908836917066,0
2679,0.7777531859079737,1
2514,0.2928765236911676,0
3340,0.7777531859079737,1
5542,0.5249381719241654,1
5333,0.2826201134347574,0
7120,0.20817929331184898,0
5250,0.3981133871855521,0
5648,0.7518761910269139,1
398,0.8020201222072659,1
508,0.26622091073520215,0
5425,0.42748908836917066,0
2882,0.16139725427651125,0
4003,0.7518761910269139,1
2890,0.42748908836917066,0
5627,0.22991835150581358,0
1724,1.0,1
4247,0.1864685800410334,0
5984,0.35120145172421263,0
5936,0.7777531859079737,1
4692,0.26622091073520215,0
2496,0.7600062723277269,1
943,0.7333529007075829,1
5672,0.5132789432789433,1
6692,0.2928765236911676,0
561,0.8531569441285246,1
6134,0.8285567075731196,1
5216,0.6939466353848086,1
7049,0.31524860131832017,0
432,0.6431992408371311,1
2649,0.8303404823491976,1
5508,0.7518761910269139,1
6382,0.7413802902470333,1
4930,0.3437662545837026,0
6592,0.26622091073520215,0
1327,0.46599295199940444,0
1020,0.8285567075731196,1
3969,0.3694698085419734,0
232,0.22991835150581358,0
7088,0.5411002144187844,1
4672,0.2928765236911676,0
6519,0.20817929331184898,0
3715,0.7600062723277269,1
3926,0.636205843300474,1
2932,0.842685593568722,1
754,0.6431992408371311,1
6343,0.3437662545837026,0
1493,0.7777531859079737,1
2396,0.42748908836917066,0
4369,0.26622091073520215,0
3620,0.7518761910269139,1
5290,0.6213530904195521,1
194,0.7777531859079737,1
6000,0.8020201222072659,1
3569,0.41800318455490865,0
2847,0.471593654567397,0
5904,0.471593654567397,0
3192,0.459530162503905,0
1515,0.6611414163726931,1
6210,0.8020201222072659,1
2677,0.4546624376361801,0
4823,0.3694698085419734,0
1222,0.4660695626212868,0
3368,0.9833333333333332,1
5719,0.20817929331184898,0
238,0.4484072249589491,0
58,0.4660695626212868,0
6097,0.7777531859079737,1
5493,0.32680392246224893,0
2855,0.5195341559561744,1
744,0.5217563781783966,1
6696,0.2928765236911676,0
205,0.54141065830721,1
237,0.8180732430777082,1
3279,0.577663320008371,1
4136,0.6449206805867398,1
2729,0.35240056538577386,0
1454,0.3772139162860812,0
4517,0.42748908836917066,0
1400,0.7600062723277269,1
2174,0.11986886113151744,0
6634,0.7600062723277269,1
5752,0.2826201134347574,0
5253,0.35240056538577386,0
5678,0.20915490306794654,0
872,0.2826201134347574,0
2940,0.5195341559561744,1
3682,0.2928765236911676,0
5786,0.3059705891289156,0
2591,0.24357688809117944,0
7133,0.26622091073520215,0
1207,0.7518761910269139,1
6730,0.4660695626212868,0
5568,0.34743516939841335,0
2220,0.20817929331184898,0
62,0.3694698085419734,0
2598,0.3772139162860812,0
3104,0.471593654567397,0
4077,0.20817929331184898,0
4424,0.42748908836917066,0
3912,0.456824022217587,0
149,0.5217563781783966,1
2537,0.12894966059833168,0
673,0.36554123711340203,0
3697,0.7158015791670795,1
2135,0.6159879155038188,1
4842,0.7333529007075829,1
6618,0.3694698085419734,0
6841,0.20817929331184898,0
6725,0.26622091073520215,0
2245,0.7518761910269139,1
1637,0.5104432468652652,1
2821,0.8285567075731196,1
6885,0.3694698085419734,0
1678,0.471593654567397,0
3295,0.2928765236911676,0
1149,0.3052688347429507,0
3459,0.7518761910269139,1
2660,0.3694698085419734,0
700,0.636205843300474,1
1219,0.41800318455490865,0
3228,0.7518761910269139,1
527,0.41800318455490865,0
3816,0.26622091073520215,0
2625,0.42748908836917066,0
6769,0.7600062723277269,1
129,0.36554123711340203,0
2831,0.5217563781783966,1
5601,0.42748908836917066,0
5073,0.5279689012874713,1
6336,0.5878354374813153,1
420,0.5878354374813153,1
2833,0.8975641025641025,1
1504,0.20859716530018435,0
2681,0.8020201222072659,1
6628,0.42748908836917066,0
2011,0.42748908836917066,0
4267,0.3694698085419734,0
5613,0.4208816691347331,0
4113,0.459530162503905,0
6194,0.8400121607221213,1
1169,0.2928765236911676,0
6130,0.3694698085419734,0
3120,0.3193039224622489,0
4386,0.7600062723277269,1
2190,0.3694698085419734,0
1196,0.36554123711340203,0
6707,0.14396579684505378,0
6328,0.36554123711340203,0
3133,0.26622091073520215,0
2044,0.42748908836917066,0
3658,0.6939466353848086,1
2029,0.5195341559561744,1
3808,0.26622091073520215,0
315,0.2249688565563186,0
1413,0.4102590768108009,0
2914,0.5217563781783966,1
3018,0.36554123711340203,0
3534,0.7518761910269139,1
4935,0.2826201134347574,0
6050,0.5878354374813153,1
757,0.8285567075731196,1
4624,0.6918836646635841,1
4305,0.2826201134347574,0
3668,0.20817929331184898,0
5274,0.7518761910269139,1
5503,0.4546624376361801,0
1441,0.4468920734437976,0
2865,0.5195341559561744,1
3610,0.22991835150581358,0
1540,0.20817929331184898,0
4623,0.7035374282236833,1
7201,0.868992673992674,1
5997,0.26622091073520215,0
6941,0.5132789432789433,1
6467,0.35072642229858725,0
6900,0.8336485243584848,1
6803,0.41800318455490865,0
4914,0.6431992408371311,1
4405,0.3909144752428334,0
4463,0.5878354374813153,1
3141,0.8020201222072659,1
2505,0.5878354374813153,1
2170,0.2525623741498363,0
1541,0.4660695626212868,0
69,0.12881428169353865,0
3784,0.5104432468652652,1
4490,0.2928765236911676,0
3881,0.5195341559561744,1
2294,0.6939466353848086,1
4416,0.5195341559561744,1
3835,0.42748908836917066,0
683,0.2928765236911676,0
4819,0.26622091073520215,0
1861,0.3437662545837026,0
3702,0.7333529007075829,1
2984,0.3437662545837026,0
905,0.14396579684505378,0
6617,0.22991835150581358,0
3877,0.868992673992674,1
531,0.7518761910269139,1
4923,0.4546624376361801,0
4585,0.2928765236911676,0
5352,0.26622091073520215,0
7026,0.8975641025641025,1
4837,0.32774620346951844,0
3147,0.6140751561632338,1
105,0.2928765236911676,0
543,0.7256262962212784,1
2291,0.3694698085419734,0
461,0.2928765236911676,0
3175,0.2928765236911676,0
4546,0.5217563781783966,1
4511,0.7213571347226351,1
3967,0.7158015791670795,1
124,0.868992673992674,1
3034,0.36554123711340203,0
2737,0.5104432468652652,1
4895,0.26622091073520215,0
6758,0.6953089172068605,1
3921,0.7158015791670795,1
784,0.2249688565563186,0
2074,0.3694698085419734,0
3145,0.3059705891289156,0
3612,0.35858106939851736,0
1947,0.36554123711340203,0
5856,0.5195341559561744,1
3775,0.2928765236911676,0
4120,0.2826201134347574,0
1105,0.7518761910269139,1
6114,0.616832633588171,1
5099,0.6218826795539506,1
1241,0.6939466353848086,1
286,0.26622091073520215,0
7170,0.5217563781783966,1
3573,0.5788414292127222,1
2351,0.36554123711340203,0
5355,0.42748908836917066,0
4392,0.26622091073520215,0
4745,0.3437662545837026,0
6679,0.7600062723277269,1
3669,0.2928765236911676,0
6329,0.7158015791670795,1
6736,0.2826201134347574,0
143,0.20817929331184898,0
2257,0.30121351359902193,0
6512,0.3694698085419734,0
1953,0.5878354374813153,1
945,0.4660695626212868,0
1368,0.31454684693235524,0
2843,0.630067927705818,1
5980,0.54141065830721,1
2099,0.7511120675416715,1
2776,0.7035374282236833,1
1472,0.42748908836917066,0
3930,0.43374430104640177,0
7050,0.15634674922600617,0
3600,0.2525623741498363,0
960,0.36554123711340203,0
2115,0.20817929331184898,0
3607,0.20817929331184898,0
7033,0.7333529007075829,1
5457,0.42748908836917066,0
2202,0.3501376966010855,0
6829,0.2249688565563186,0
5310,0.5195341559561744,1
2709,0.7256262962212784,1
6546,0.5886975064468325,1
6851,0.36554123711340203,0
5340,0.5217563781783966,1
766,0.7518761910269139,1
3572,0.3694698085419734,0
5226,0.2928765236911676,0
6002,0.5104432468652652,1
4897,0.7333529007075829,1
2480,0.3772139162860812,0
3264,0.7035374282236833,1
1221,0.5403496503496503,1
4353,0.7362879111897632,1
2492,0.35072642229858725,0
7109,0.41974498062506294,0
1968,0.218276586514494,0
2222,0.20817929331184898,0
5069,0.49020202020202025,0
5108,0.597429335646642,1
6785,0.7518761910269139,1
6287,0.20817929331184898,0
4047,0.8020201222072659,1
2268,0.8020201222072659,1
2838,0.26622091073520215,0
6664,0.6213530904195521,1
7210,0.471593654567397,0
4510,0.3694698085419734,0
1846,0.3772139162860812,0
2391,0.6524265790864272,1
2823,0.41974498062506294,0
5364,0.459530162503905,0
862,0.7213571347226351,1
2080,0.20915490306794654,0
7038,0.26622091073520215,0
5643,0.6611414163726931,1
6770,0.41800318455490865,0
2183,0.8285567075731196,1
3303,0.5217563781783966,1
1545,0.2928765236911676,0
5993,0.616832633588171,1
226,0.8020201222072659,1
180,0.1864685800410334,0
2522,0.20817929331184898,0
3952,0.42748908836917066,0
2942,0.8285567075731196,1
2392,0.6939466353848086,1
2663,0.6449206805867398,1
2652,0.22991835150581358,0
2262,0.3772139162860812,0
4691,0.31454684693235524,0
946,0.41800318455490865,0
1001,0.49020202020202025,0
2454,0.20817929331184898,0
4674,0.20817929331184898,0
4140,0.868992673992674,1
6554,0.2249688565563186,0
4045,0.5206240551103667,1
625,0.7085750712349178,1
2169,0.6326684283344877,1
6971,0.30198940665352725,0
2224,0.7171638609891314,1
6987,0.42748908836917066,0
4620,0.7141709123865791,1
7074,0.4660695626212868,0
3355,0.5217563781783966,1
235,0.20915490306794654,0
3653,0.7600062723277269,1
3672,0.3694698085419734,0
4532,0.42748908836917066,0
833,0.8826388873571414,1
5350,0.14388990829503717,0
1389,0.20817929331184898,0
1930,0.5104432468652652,1
2511,0.43374430104640177,0
1254,0.5217563781783966,1
3111,0.6344844035508652,1
6670,0.8285567075731196,1
1521,0.9506970748439431,1
106,0.26622091073520215,0
5009,0.12894966059833168,0
5666,0.7600062723277269,1
4492,0.5104432468652652,1
4095,0.2826201134347574,0
821,0.30121351359902193,0
222,0.2249688565563186,0
6788,0.2928765236911676,0
5363,0.2525623741498363,0
3185,0.5279689012874713,1
6433,0.6611414163726931,1
4727,0.5195341559561744,1
5111,0.616832633588171,1
1979,0.5886975064468325,1
6681,0.7489411805447336,1
4699,0.5613022346208048,1
565,0.5195341559561744,1
4593,0.26622091073520215,0
5611,0.8458039992652356,1
2771,0.7333529007075829,1
4936,0.20859716530018435,0
44,0.3694698085419734,0
3231,0.6431992408371311,1
3833,0.8330532862632467,1
1298,0.26622091073520215,0
715,0.5878354374813153,1
3312,0.4843882673620099,0
5579,0.5104432468652652,1
138,0.3772139162860812,0
4638,0.3694698085419734,0
4721,0.459530162503905,0
3546,0.2928765236911676,0
1269,0.5217563781783966,1
2667,0.12881428169353865,0
20,0.5489682511721441,1
4943,0.41800318455490865,0
6833,0.20915490306794654,0
6009,0.42748908836917066,0
5479,0.5217563781783966,1
1876,0.42748908836917066,0
3741,0.6344844035508652,1
6073,0.2249688565563186,0
2121,0.630067927705818,1
3859,0.36554123711340203,0
5807,0.32680392246224893,0
5536,0.3340118262423177,0
1434,0.2928765236911676,0
539,0.8020201222072659,1
4317,0.306209857024501,0
4450,0.26622091073520215,0
276,0.42748908836917066,0
1610,0.3694698085419734,0
7204,0.41800318455490865,0
3010,0.7035374282236833,1
6270,0.5217563781783966,1
6075,0.36554123711340203,0
2460,0.5217563781783966,1
6316,0.26622091073520215,0
312,0.5217563781783966,1
3330,0.7518761910269139,1
6642,0.5886975064468325,1
6087,0.2928765236911676,0
4713,0.5886975064468325,1
5784,0.42748908836917066,0
947,0.36554123711340203,0
2497,0.12894966059833168,0
1152,0.2928765236911676,0
3327,0.3694698085419734,0
3868,0.7217318026842795,1
602,0.2755191563492372,0
6810,0.8020201222072659,1
4307,0.5195341559561744,1
1462,0.636205843300474,1
4412,0.2826201134347574,0
6053,0.20817929331184898,0
179,0.016666666666666823,0
537,0.3059705891289156,0
2754,0.8975641025641025,1
3523,0.6611414163726931,1
2493,0.22991835150581358,0
1675,0.16045305088719986,0
6089,0.3694698085419734,0
3268,0.3694698085419734,0
5956,0.318602168076284,0
4181,0.1793690129414663,0
3530,0.41800318455490865,0
5839,0.36554123711340203,0
2139,0.7035374282236833,1
99,0.5403496503496503,1
3526,0.3415118262423177,0
2085,0.5878354374813153,1
7143,0.7213571347226351,1
1556,0.5217563781783966,1
1383,0.3981133871855521,0
3484,0.5195341559561744,1
1601,0.12894966059833168,0
6709,0.6449206805867398,1
442,0.7048997100457353,1
360,0.2928765236911676,0
3258,0.5217563781783966,1
3543,0.42748908836917066,0
5156,0.31308398422071504,0
5578,0.7518761910269139,1
1776,0.1793690129414663,0
2974,0.6611414163726931,1
5725,0.31454684693235524,0
5372,0.2249688565563186,0
2081,0.42748908836917066,0
4286,0.6939466353848086,1
102,0.26622091073520215,0
7208,0.5403496503496503,1
7020,0.4546624376361801,0
1403,0.471593654567397,0
6428,0.5782347155660499,1
6376,0.6939466353848086,1
6479,0.1864685800410334,0
4790,0.42748908836917066,0
2223,0.7777531859079737,1
4932,0.5886975064468325,1
4776,0.7171638609891314,1
329,0.42748908836917066,0
735,0.4546624376361801,0
2155,0.6449206805867398,1
1082,0.8020201222072659,1
2810,0.5403496503496503,1
1138,0.8020201222072659,1
904,0.5184804386338376,1
4912,0.4546624376361801,0
5842,0.20817929331184898,0
5262,0.20915490306794654,0
1960,0.3694698085419734,0
1646,0.8985891577686257,1
5962,0.7518761910269139,1
6458,0.20817929331184898,0
6132,0.6593350950011543,1
471,0.5145698175594022,1
3637,0.6449206805867398,1
3053,0.2928765236911676,0
7141,0.7518761910269139,1
5370,0.41800318455490865,0
6935,0.37895571235623543,0
6499,0.6593350950011543,1
5685,0.7035374282236833,1
5926,0.10437563683150838,0
6047,0.42748908836917066,0
2570,0.7213571347226351,1
6983,0.3694698085419734,0
2602,0.22991835150581358,0
7155,0.26622091073520215,0
1270,0.35858106939851736,0
976,0.7333529007075829,1
1537,0.3694698085419734,0
5769,0.5195341559561744,1
1958,0.20915490306794654,0
3366,0.5104432468652652,1
5128,0.3694698085419734,0
1645,0.8441499066970766,1
4863,0.5878354374813153,1
6578,0.1864685800410334,0
555,0.7217318026842795,1
4547,0.3694698085419734,0
985,0.7600062723277269,1
4773,0.26622091073520215,0
609,0.6449206805867398,1
6232,0.30121351359902193,0
5626,0.7600062723277269,1
1886,0.6431992408371311,1
6922,0.6939466353848086,1
6295,0.3694698085419734,0
4480,0.5217563781783966,1
5699,0.8332730752655108,1
3570,0.3694698085419734,0
1098,0.3694698085419734,0
6182,0.35240056538577386,0
3328,0.6449206805867398,1
1938,0.5403496503496503,1
2442,0.12881428169353865,0
3065,0.26622091073520215,0
2261,0.26622091073520215,0
1966,0.2928765236911676,0
2848,0.2928765236911676,0
2541,0.7600062723277269,1
5229,0.802615360302504,1
354,0.636205843300474,1
5361,0.26622091073520215,0
6689,0.7518761910269139,1
5265,0.5217563781783966,1
2091,0.4843882673620099,0
4841,0.2249688565563186,0
4123,0.4246127054927878,0
1885,0.7035374282236833,1
3300,0.41800318455490865,0
6936,0.5217563781783966,1
291,0.31451932094396157,0
5942,0.3510503293378567,0
2720,0.20817929331184898,0
4296,0.35240056538577386,0
3416,0.2928765236911676,0
1691,0.7213571347226351,1
1790,0.6449206805867398,1
6246,0.6939466353848086,1
3586,0.3340118262423177,0
6309,0.5217563781783966,1
5449,0.5217563781783966,1
596,0.616832633588171,1
2575,0.42748908836917066,0
529,0.4546624376361801,0
474,0.630067927705818,1
3789,0.3437662545837026,0
4847,0.7600062723277269,1
4909,0.20915490306794654,0
1002,0.5878354374813153,1
2578,0.6431992408371311,1
6254,0.6391066167611973,1
6392,0.5195341559561744,1
5276,0.6462886634917713,1
1158,0.4546624376361801,0
775,0.6611414163726931,1
6247,0.9833333333333332,1
4197,0.3220468469323553,0
2253,0.2928765236911676,0
3786,0.33919892264084633,0
1820,0.7518761910269139,1
5861,0.36554123711340203,0
5412,0.7035374282236833,1
4220,0.43374430104640177,0
4200,0.36554123711340203,0
3403,0.42748908836917066,0
6529,0.7518761910269139,1
1096,0.5132789432789433,1
4298,0.35120145172421263,0
6820,0.1864685800410334,0
2819,0.5886975064468325,1
7129,0.42748908836917066,0
5899,0.5878354374813153,1
6074,0.6431992408371311,1
5249,0.5878354374813153,1
3934,1.0,1
6241,0.3217939210554512,0
3365,0.20817929331184898,0
1425,0.3909144752428334,0
3525,0.5217563781783966,1
5787,0.2928765236911676,0
5960,0.7333529007075829,1
4758,0.676001761667821,1
6867,0.2826201134347574,0
7116,0.6939466353848086,1
1038,0.7600062723277269,1
2672,0.7600062723277269,1
5235,0.3059705891289156,0
111,0.3340118262423177,0
1378,0.3215583508036338,0
5393,0.459530162503905,0
698,0.2826201134347574,0
3498,0.5403496503496503,1
4717,0.1864685800410334,0
4994,0.14396579684505378,0
5322,0.42748908836917066,0
4253,0.20817929331184898,0
4256,0.4546624376361801,0
3091,0.32680392246224893,0
6344,0.7600062723277269,1
1631,0.5195341559561744,1
738,0.6707322092115676,1
6265,0.3694698085419734,0
1824,0.2928765236911676,0
6191,0.5217563781783966,1
1899,0.8285567075731196,1
2850,0.20817929331184898,0
1949,0.459530162503905,0
5592,0.7333529007075829,1
6723,0.6449206805867398,1
5131,1.0,1
939,0.35120145172421263,0
3813,0.42748908836917066,0
4399,0.26622091073520215,0
868,0.8020201222072659,1
6177,0.5104432468652652,1
279,0.453274949826674,0
3857,0.6213530904195521,1
2828,0.4479796136943156,0
4458,0.30121351359902193,0
5859,0.7035374282236833,1
1380,0.2249688565563186,0
5747,0.5886975064468325,1
5737,0.3437662545837026,0
2213,0.22991835150581358,0
3688,0.2826201134347574,0
655,0.9531883531420677,1
5353,0.3694698085419734,0
3489,0.5195341559561744,1
1836,0.8285567075731196,1
5237,0.7777531859079737,1
3936,0.3694698085419734,0
6880,0.42748908836917066,0
4117,0.7256262962212784,1
6780,0.3415118262423177,0
3278,0.3772139162860812,0
4722,0.636205843300474,1
1629,0.731990618885531,1
6159,0.42748908836917066,0
622,0.5878354374813153,1
1906,0.6922224974537741,1
6912,0.42748908836917066,0
640,0.42748908836917066,0
7079,0.42748908836917066,0
6507,0.2928765236911676,0
50,0.42748908836917066,0
75,0.3437662545837026,0
4719,0.42748908836917066,0
4162,0.26622091073520215,0
2795,0.8020201222072659,1
2248,0.35465499372715864,0
