id_i,id_j,distance,race_i,race_j,pair_type
6676,6885,0.0012705434654904924,1,0,cross_race
4320,4405,0.0006064972982940953,1,0,cross_race
4320,6618,0.0006311386830362142,1,1,same_race
4320,7017,0.0006311386830362142,1,1,same_race
2027,2855,0.01117323923754654,1,1,same_race
2027,3881,0.01117323923754654,1,0,cross_race
2027,3952,0.013424170110802547,1,1,same_race
2027,4532,0.015687977769737738,1,0,cross_race
906,4912,2.220446049250313e-16,0,0,same_race
906,4256,2.220446049250313e-16,0,0,same_race
906,5503,2.220446049250313e-16,0,1,cross_race
906,7020,2.220446049250313e-16,0,1,cross_race
61,1469,0.0649057137095217,1,1,same_race
61,2469,0.1387853001014263,1,1,same_race
61,6000,0.1605652948354963,1,1,same_race
61,7145,0.17661413942373683,1,0,cross_race
61,1521,0.18632514319006854,1,1,same_race
2025,7170,0.0,1,1,same_race
2025,5479,0.0,1,1,same_race
6104,6872,0.0011691231634956,1,1,same_race
3071,6802,0.0,0,0,same_race
3071,6644,0.0,0,0,same_race
3071,6736,0.0,0,1,cross_race
2234,3087,3.3306690738754696e-16,0,1,cross_race
2234,6553,0.0005770330371386301,0,0,same_race
2234,4851,0.0005770330371386301,0,1,cross_race
774,4222,2.220446049250313e-16,1,0,cross_race
774,6104,0.0012226781839016487,1,1,same_race
774,1149,0.0012226781839016487,1,0,cross_race
3342,5169,2.220446049250313e-16,1,1,same_race
3241,3921,0.002302111084533931,1,1,same_race
3241,3697,0.002302111084533931,1,1,same_race
3241,5515,0.002622271427427325,1,0,cross_race
4765,5892,0.0009633217414567463,0,0,same_race
3317,5364,0.0,1,1,same_race
3317,4721,0.0,1,1,same_race
3317,6177,0.001612115603685682,1,1,same_race
5642,7079,1.1102230246251565e-16,1,1,same_race
4516,5352,0.0011632577998869076,0,0,same_race
4516,4773,0.001217656576229409,0,0,same_race
4516,5361,0.001217656576229409,0,0,same_race
1778,3952,0.003626765294910128,1,1,same_race
1778,4424,0.003674752972670725,1,0,cross_race
1778,3036,0.014554875874295603,1,1,same_race
4902,5579,0.0,0,1,cross_race
4902,6002,0.0,0,1,cross_race
6311,6614,0.0,0,0,same_race
6311,6507,0.0012995402767975728,0,1,cross_race
6311,6692,0.0012995402767975728,0,1,cross_race
548,2843,0.0,0,1,cross_race
548,754,0.0008752930621437338,0,1,cross_race
548,5888,0.0008752930621437338,0,1,cross_race
548,1886,0.0008752930621437338,0,1,cross_race
548,6664,0.0010389968420544404,0,1,cross_race
4582,5672,0.0040918517322621195,1,1,same_race
1377,5233,0.06411524679610625,1,0,cross_race
1377,5276,0.08989568744951792,1,1,same_race
1377,3820,0.09595869665426326,1,1,same_race
5888,6132,0.0007376097883854404,1,0,cross_race
5888,6499,0.0007376097883854404,1,1,same_race
2150,5142,0.009734483803928273,1,1,same_race
2283,4623,0.0011152425042271208,1,1,same_race
2283,3637,0.007235511843480369,1,1,same_race
2283,3328,0.007235511843480369,1,1,same_race
2002,4268,0.0031058830576744523,0,0,same_race
2002,2492,0.0031058830576744523,0,0,same_race
2002,5235,0.011748413879671848,0,1,cross_race
6022,6319,0.005953879796770423,1,0,cross_race
1805,2496,0.004002380015791673,1,1,same_race
1805,6810,0.006224142812574773,1,1,same_race
347,6709,2.220446049250313e-16,1,1,same_race
347,7116,0.0005382530739403979,1,1,same_race
347,3524,0.002084100697216762,1,1,same_race
347,6254,0.002357488823391596,1,1,same_race
347,2208,0.0036976309895092596,1,1,same_race
3524,4511,0.00047119053451594173,1,1,same_race
3524,7143,0.00047119053451594173,1,1,same_race
3524,7116,0.000504344586611194,1,1,same_race
3524,6709,0.002084100697216762,1,1,same_race
4778,5744,0.003770032352438113,1,0,cross_race
1879,1912,2.220446049250313e-16,1,1,same_race
1879,6742,0.0016023989362472513,1,1,same_race
1879,5962,0.00514371512551326,1,1,same_race
1879,5401,0.006867959222135345,1,1,same_race
1879,6634,0.007888000664598382,1,1,same_race
3150,3436,0.004112660752553232,1,1,same_race
3150,4691,0.007018185005185029,1,1,same_race
2147,2649,0.0007868320024200237,1,0,cross_race
2147,5699,0.0021189326437275335,1,1,same_race
2147,4804,0.0021189326437275335,1,1,same_race
2147,2288,0.002597161884660193,1,1,same_race
2147,4998,0.005564367872201048,1,0,cross_race
5959,6119,0.0,1,1,same_race
4082,5956,0.0014750274380760375,0,0,same_race
4082,5787,0.00550228159587729,0,1,cross_race
4082,6241,0.005988721246218187,0,1,cross_race
4218,4842,0.0014532335821563214,1,1,same_race
4218,4897,0.0014532335821563214,1,1,same_race
1964,5942,0.0022589973362480142,1,0,cross_race
1964,5568,0.009273214098207916,1,1,same_race
1964,2202,0.01523557328370373,1,1,same_race
717,3668,0.0027860750706630855,0,0,same_race
717,7044,0.0034624350397484127,0,1,cross_race
717,4674,0.0034774259150278652,0,1,cross_race
717,5926,0.003585782465728493,0,0,same_race
717,6841,0.004584903979904409,0,0,same_race
914,5289,0.0,1,1,same_race
914,4224,0.0013013878802498047,1,0,cross_race
914,2831,0.005373136312527005,1,1,same_race
914,3637,0.007973453058849,1,1,same_race
4901,5578,0.09507719310193152,1,0,cross_race
4901,6477,0.09572550840199345,1,0,cross_race
2589,5353,0.0,1,0,cross_race
2589,4547,0.0,1,1,same_race
2589,5631,0.0,1,0,cross_race
2589,2892,0.002039900785905324,1,1,same_race
4222,6104,0.0012226781839016487,0,1,cross_race
1648,6270,0.0,1,0,cross_race
1648,3303,0.0,1,1,same_race
1648,2029,0.0011954337149834293,1,1,same_race
1648,1768,0.0011954337149834293,1,1,same_race
1648,2940,0.0011954337149834293,1,1,same_race
2031,2681,0.013701707101560046,1,1,same_race
2031,4644,0.03480053078993861,1,1,same_race
2031,6785,0.03581992507907372,1,1,same_race
2031,3877,0.05279129473798039,1,1,same_race
3743,4901,0.0016622215050706712,1,1,same_race
3743,5578,0.09410121491387236,1,0,cross_race
1463,4218,1.1102230246251565e-16,1,1,same_race
1463,4842,0.0014532335821563214,1,1,same_race
1463,4897,0.0014532335821563214,1,1,same_race
1463,2709,0.006308010421818833,1,1,same_race
1239,3034,0.0,1,0,cross_race
1239,5861,0.0,1,1,same_race
1239,4903,0.0,1,0,cross_race
3221,6210,0.0006365827359617882,1,1,same_race
3221,3833,0.007394420136126123,1,0,cross_race
11,1911,0.0008401711939614032,1,1,same_race
11,1890,0.007738692959489479,1,1,same_race
11,1228,0.007738692959489479,1,1,same_race
11,4416,0.007738692959489479,1,1,same_race
4453,4776,0.0031956927110660116,0,1,cross_race
2274,4453,0.001042727438646085,1,0,cross_race
2274,5216,0.001042727438646085,1,1,same_race
2274,2294,0.001042727438646085,1,1,same_race
32,3771,0.003757424179048119,1,1,same_race
32,3111,0.013257436644364073,1,0,cross_race
32,1790,0.020168861128001092,1,0,cross_race
32,5744,0.02211541755947466,1,0,cross_race
32,4727,0.02211541755947466,1,1,same_race
4628,6265,0.014042156530744587,0,1,cross_race
4628,5108,0.025037306810828275,0,0,same_race
4628,6375,0.02609277788429798,0,1,cross_race
4628,5483,0.028926093001908182,0,0,same_race
2556,4758,0.0,0,0,same_race
2556,2562,0.0009970579765780085,0,1,cross_race
2556,3328,0.004520538768119642,0,1,cross_race
2556,3637,0.004520538768119642,0,1,cross_race
3820,5276,0.004987010291234384,1,1,same_race
3820,4545,0.006928757409823794,1,1,same_race
3820,4624,0.006928757409823794,1,0,cross_race
3820,6246,0.00988327126720645,1,1,same_race
4334,6523,0.0,1,0,cross_race
2551,2575,2.220446049250313e-16,1,1,same_race
2551,6009,0.00042817110120008106,1,0,cross_race
2551,2890,0.00042817110120008106,1,0,cross_race
2551,5355,0.00042817110120008106,1,1,same_race
1212,5747,1.1102230246251565e-16,0,0,same_race
1212,6008,1.1102230246251565e-16,0,0,same_race
1212,6546,1.1102230246251565e-16,0,1,cross_race
1212,6642,1.1102230246251565e-16,0,1,cross_race
1212,4713,1.1102230246251565e-16,0,1,cross_race
2540,6328,0.0,1,0,cross_race
2540,3278,0.0009021742315438175,1,0,cross_race
2540,3342,0.0009021742315438175,1,1,same_race
5008,5786,0.002560442179216582,1,0,cross_race
4343,6068,0.0,1,0,cross_race
4343,6628,0.0,1,1,same_race
4343,5082,0.0,1,1,same_race
2394,4343,0.0,1,1,same_race
2394,6068,0.0,1,0,cross_race
2394,6628,0.0,1,1,same_race
2394,5082,0.0,1,1,same_race
1668,7170,0.0,0,1,cross_race
1668,1680,0.0,0,0,same_race
1668,5479,0.0,0,1,cross_race
5884,6765,0.00518887947970903,0,1,cross_race
2806,6885,0.0,1,0,cross_race
3015,3743,0.07014409202522875,1,1,same_race
3015,4901,0.08141021068475118,1,1,same_race
1137,4518,0.0005070606354133922,1,1,same_race
1137,3969,0.0005070606354133922,1,1,same_race
1137,3936,0.0005070606354133922,1,1,same_race
1137,6295,0.0005070606354133922,1,0,cross_race
1137,3572,0.0005330522845419239,1,0,cross_race
1620,6785,0.004250341433516658,1,1,same_race
1620,5189,0.005393456753952197,1,1,same_race
1620,2155,0.02392418011100117,1,0,cross_race
1175,4745,0.00041032932196838345,1,1,same_race
1175,6532,0.00041032932196838345,1,1,same_race
1175,1861,0.00041032932196838345,1,1,same_race
1175,5725,0.0004287645151026531,1,0,cross_race
1175,3176,0.0004287645151026531,1,1,same_race
5077,6758,0.004847405992379317,1,1,same_race
5077,5237,0.029779856617300426,1,0,cross_race
5676,6159,0.002364347580264825,1,0,cross_race
459,4113,0.0018523829071762643,0,0,same_race
459,4721,0.0018523829071762643,0,1,cross_race
459,5364,0.0018523829071762643,0,1,cross_race
459,3192,0.0018523829071762643,0,1,cross_race
3002,3071,0.0013181240057302812,0,0,same_race
3002,4935,0.0013181240057302812,0,1,cross_race
3002,6644,0.0013181240057302812,0,0,same_race
3002,6802,0.0013181240057302812,0,0,same_race
6332,7155,0.012962400058200374,0,0,same_race
5189,6785,0.019173596639257995,1,1,same_race
2369,6971,0.009076940083988516,1,0,cross_race
2369,5156,0.009255834754740122,1,1,same_race
2369,5493,0.027780554267079594,1,0,cross_race
2369,3076,0.03332999924495372,1,0,cross_race
65,2663,0.0024268056135247074,1,0,cross_race
65,6723,0.0024268056135247074,1,0,cross_race
65,2402,0.0024268056135247074,1,1,same_race
65,3111,0.002792345216617087,1,0,cross_race
65,1906,0.008989751737486174,1,1,same_race
2579,5361,0.0012627940948876093,0,0,same_race
2579,4773,0.0012627940948876093,0,0,same_race
2579,3002,0.0012967850790872593,0,0,same_race
2579,4392,0.004957415063741366,0,0,same_race
2579,4516,0.004957415063741366,0,0,same_race
2566,2974,0.0,1,1,same_race
2566,3264,0.004221500464499539,1,1,same_race
2566,3818,0.010115174233194302,1,1,same_race
2566,4699,0.017212212903605417,1,1,same_race
2758,4386,0.017481042593376128,1,1,same_race
2758,6194,0.08117435659491079,1,1,same_race
5142,5265,0.014510376921235468,1,1,same_race
1912,6742,0.0016023989362472513,1,1,same_race
1912,5962,0.00514371512551326,1,1,same_race
1912,5401,0.006867959222135345,1,1,same_race
1912,6634,0.007888000664598382,1,1,same_race
4212,4617,0.00046811000196833596,1,0,cross_race
4212,5842,0.0017803784063835648,1,0,cross_race
2288,2649,0.000934747150366233,1,0,cross_race
2288,4998,0.00268308122110561,1,0,cross_race
2288,6247,0.002705077093376196,1,1,same_race
2288,4238,0.0034286074251956844,1,0,cross_race
1260,4924,0.0,1,1,same_race
1260,3594,0.0,1,0,cross_race
1260,2810,0.0,1,0,cross_race
1260,1938,0.0,1,0,cross_race
2264,2467,0.011693424882682435,1,1,same_race
2264,2766,0.03330859649112894,1,1,same_race
2264,3147,0.04704100083912188,1,0,cross_race
1699,5672,0.005065995413623847,0,1,cross_race
1699,4283,0.007297975232849696,0,1,cross_race
1699,4355,0.007386865196221115,0,1,cross_race
1699,4123,0.01085658823823954,0,0,same_race
631,4307,0.0,0,0,same_race
631,2940,0.0,0,1,cross_race
631,2029,0.0,0,1,cross_race
631,1768,0.0,0,1,cross_race
631,6270,0.0011954337149834293,0,0,same_race
4903,5861,0.0,0,1,cross_race
1681,7109,0.0006949735398877888,0,1,cross_race
1681,3570,0.0007131367650146103,0,0,same_race
1681,3327,0.0007131367650146103,0,0,same_race
1681,6618,0.006394579137831591,0,1,cross_race
2904,4962,0.0014229362875093354,0,0,same_race
2904,4765,0.0031826729272335097,0,0,same_race
2904,6906,0.005163118323963434,0,0,same_race
3390,6832,0.0,1,1,same_race
3390,4220,0.0,1,1,same_race
3390,3930,0.0,1,1,same_race
6508,7050,0.0012978156712823985,0,0,same_race
6508,6820,0.003335027952717229,0,0,same_race
4785,6592,2.220446049250313e-16,1,1,same_race
4785,4841,0.0038571960575486397,1,1,same_race
6184,7120,0.0,1,0,cross_race
1473,3741,0.014414706306663305,1,1,same_race
1473,5643,0.020077410755772296,1,1,same_race
1473,5705,0.024237762759280357,1,0,cross_race
2273,2579,0.006815711937933733,0,0,same_race
2273,4773,0.007708267685391346,0,0,same_race
2273,5361,0.007708267685391346,0,0,same_race
4272,4405,0.0,1,0,cross_race
4272,6912,0.0005802549050819561,1,1,same_race
4272,4320,0.0006064972982940953,1,1,same_race
4272,5457,0.0022652857527609704,1,0,cross_race
6221,6569,0.0016576738183718964,0,0,same_race
1787,3789,0.0,0,1,cross_race
1787,4930,0.0,0,1,cross_race
1787,2984,0.0,0,0,same_race
1787,6343,0.0,0,1,cross_race
1640,6806,1.1102230246251565e-16,0,0,same_race
1640,3498,0.00041749874587060365,0,0,same_race
1640,6496,0.011689903403716229,0,0,same_race
1640,2930,0.07373155712847701,0,1,cross_race
2864,5747,1.1102230246251565e-16,1,0,cross_race
2864,6008,1.1102230246251565e-16,1,0,cross_race
2864,6546,1.1102230246251565e-16,1,1,same_race
2864,6642,1.1102230246251565e-16,1,1,same_race
2864,4713,1.1102230246251565e-16,1,1,same_race
5233,6194,0.13921242913819043,0,1,cross_race
6858,7050,0.02181075713551528,1,0,cross_race
3870,7088,0.003604354610178939,0,1,cross_race
3103,7170,0.0,1,1,same_race
3103,5479,0.0,1,1,same_race
2200,5135,0.0020804579761067865,1,0,cross_race
2200,4672,0.0020804579761067865,1,0,cross_race
2200,5386,0.0023384780051444176,1,0,cross_race
2200,2276,0.0023384780051444176,1,0,cross_race
2200,5907,0.0023384780051444176,1,1,same_race
2822,7181,0.004861876774723051,1,1,same_race
2822,5253,0.006322405793745545,1,1,same_race
2822,6182,0.006322405793745545,1,0,cross_race
2822,5493,0.006647140791088857,1,0,cross_race
1890,4187,0.0,1,1,same_race
1890,5856,0.0,1,1,same_race
1890,4416,0.0,1,1,same_race
3629,7129,0.0035621246236011705,1,0,cross_race
3629,5457,0.0035621246236011705,1,0,cross_race
6587,6855,0.0,0,1,cross_race
3158,6235,0.0028669126915803478,1,0,cross_race
3158,5129,0.002939881724629334,1,0,cross_race
3158,3365,0.0033080328129209136,1,0,cross_race
3158,6578,0.005899710225331534,1,1,same_race
3499,6803,0.0007635016052223165,1,1,same_race
3499,6770,0.0007635016052223165,1,0,cross_race
3499,3530,0.0007635016052223165,1,1,same_race
4038,4232,1.1102230246251565e-16,1,1,same_race
4038,5617,0.004085036226186944,1,1,same_race
3509,6263,0.0008249628198484515,1,0,cross_race
3509,5262,0.002893417729518677,1,0,cross_race
1256,1968,0.00015264814217719191,0,0,same_race
1256,6319,0.00015264814217719191,0,0,same_race
1256,7044,0.003970924092167927,0,1,cross_race
1256,3668,0.0039947075067524596,0,0,same_race
1256,4674,0.004854199060473352,0,1,cross_race
4011,5807,0.00276946073270512,0,1,cross_race
4011,4355,0.011363434126385075,0,1,cross_race
2346,5960,0.004159097790779498,1,1,same_race
2346,7033,0.004159097790779498,1,1,same_race
2346,6709,0.004244771257560287,1,1,same_race
5443,6454,0.010213974698333739,1,1,same_race
5443,6679,0.04358151874105376,1,1,same_race
5443,6515,0.05410535736259936,1,1,same_race
357,3330,0.0005184010774060832,1,0,cross_race
357,539,0.02509697862660898,1,0,cross_race
357,6496,0.060069549584786386,1,0,cross_race
357,1105,0.06816819893182091,1,0,cross_race
6644,6802,0.0,0,0,same_race
6644,6736,0.0,0,1,cross_race
1005,4644,0.0025377614013905037,1,1,same_race
1005,2681,0.006196086283253743,1,1,same_race
1005,6785,0.01965752366915241,1,1,same_race
1005,2031,0.020527184180991975,1,1,same_race
1005,1620,0.03571545412333488,1,1,same_race
10,4790,0.0,0,0,same_race
10,3543,0.0,0,1,cross_race
10,3835,0.0,0,1,cross_race
10,2787,0.0,0,0,same_race
3436,4691,0.0028841370624270724,1,1,same_race
3436,6605,0.0044514662088657175,1,0,cross_race
3436,4120,0.004496330744130028,1,0,cross_race
1459,5592,0.0023402719446594666,0,1,cross_race
1459,3967,0.0025818335021899896,0,1,cross_race
1459,6329,0.0025818335021899896,0,1,cross_race
1459,5401,0.008839369945604303,0,1,cross_race
2172,5579,0.0,1,1,same_race
2172,6002,0.0,1,1,same_race
2172,4492,0.0,1,0,cross_race
2172,4902,0.0,1,0,cross_race
2172,2737,0.0,1,1,same_race
856,6160,0.0,0,0,same_race
856,2493,0.0,0,1,cross_race
856,6617,0.0,0,0,same_race
856,3816,0.0009721563224459606,0,0,same_race
6160,6617,0.0,0,0,same_race
6008,6546,1.1102230246251565e-16,0,1,cross_race
6008,6642,1.1102230246251565e-16,0,1,cross_race
2544,3816,0.0,1,0,cross_race
2544,6160,0.0009721563224459606,1,0,cross_race
2544,6617,0.0009721563224459606,1,0,cross_race
5761,6634,0.0,0,1,cross_race
5761,5936,0.005196692544662818,0,0,same_race
5659,6104,0.0012226781839016487,1,1,same_race
6515,6679,0.01877495197588508,1,1,same_race
4813,5290,0.0,1,0,cross_race
6375,6532,0.0026283501175933255,1,1,same_race
3122,3247,0.0027615522209778476,0,1,cross_race
3122,5738,0.01316126571955134,0,0,same_race
3122,6467,0.018510933512753014,0,0,same_race
816,6900,0.000609288856563972,1,1,same_race
816,5617,0.002262637852690097,1,1,same_race
816,2795,0.004101534668905948,1,1,same_race
816,4038,0.006999368003581696,1,1,same_race
816,4232,0.006999368003581696,1,1,same_race
4145,4416,0.007738692959489479,0,1,cross_race
3266,3784,0.0,0,0,same_race
3266,3366,0.0,0,1,cross_race
3564,6592,2.220446049250313e-16,0,1,cross_race
3564,4841,0.0038571960575486397,0,1,cross_race
887,4045,0.0005346095055784872,0,0,same_race
887,4851,0.005811742081889282,0,1,cross_race
887,6553,0.005811742081889282,0,0,same_race
1887,2011,0.0,0,1,cross_race
1661,2271,0.08894162687172924,1,1,same_race
1661,2821,0.14172167761742183,1,1,same_race
1661,5131,0.21558093252365151,1,1,same_race
4518,6295,1.1102230246251565e-16,1,0,cross_race
4518,5642,0.00048070519939824585,1,1,same_race
2152,4298,0.0005824584107519959,0,1,cross_race
2152,5984,0.0005824584107519959,0,0,same_race
2152,3572,0.002280643047470665,0,0,same_race
2152,4823,0.002280643047470665,0,1,cross_race
1338,4136,2.220446049250313e-16,1,0,cross_race
1338,3231,0.0004578172560990579,1,1,same_race
1338,4914,0.0004578172560990579,1,0,cross_race
1338,5099,0.0018919798186676218,1,1,same_race
1338,2208,0.0018919798186676218,1,1,same_race
4435,6316,0.0025998041019976714,0,0,same_race
4435,7133,0.004165044393340311,0,1,cross_race
6068,6628,0.0,0,1,cross_race
4232,5617,0.004085036226186944,1,1,same_race
1461,5626,0.004148412559875414,1,0,cross_race
1461,5960,0.004224082906200244,1,1,same_race
1461,7033,0.004224082906200244,1,1,same_race
1461,6344,0.00454232791472875,1,1,same_race
4268,6075,0.0031058830576744523,0,1,cross_race
268,3150,0.002962347106452601,1,1,same_race
268,4355,0.0042848284093267575,1,1,same_race
268,602,0.004701709747618965,1,1,same_race
268,3526,0.005035247785389996,1,0,cross_race
268,1286,0.00669923380711801,1,1,same_race
6560,6810,0.0049460932312856976,1,1,same_race
2208,5099,0.0,1,1,same_race
2208,3231,0.000488647558409272,1,1,same_race
2208,4914,0.000488647558409272,1,0,cross_race
2208,4136,0.0018919798186676218,1,0,cross_race
2259,6659,1.1102230246251565e-16,0,0,same_race
2259,3884,0.0005484655061446242,0,0,same_race
2259,5372,0.000633292868222779,0,0,same_race
3118,6658,0.0011942248224452445,0,1,cross_race
3118,3620,0.0014417322166326851,0,0,same_race
3118,5578,0.0030786326126066577,0,0,same_race
1319,1610,0.0,0,1,cross_race
1319,2874,0.0,0,1,cross_race
1319,4638,0.0032201119083390406,0,0,same_race
1319,2190,0.0032201119083390406,0,1,cross_race
3771,5705,0.015807744195925344,1,0,cross_race
3771,3926,0.020731230354025354,1,0,cross_race
3771,4778,0.022794318551265125,1,1,same_race
3972,6257,0.003982296556394149,0,1,cross_race
3176,4404,0.0004466955905981784,1,1,same_race
3176,6788,0.0004466955905981784,1,1,same_race
3191,3327,0.004967001518458525,1,0,cross_race
3191,3570,0.004967001518458525,1,0,cross_race
3191,6730,0.005075926277610443,1,1,same_race
5900,6053,0.00021907486540229115,1,0,cross_race
5900,6841,0.00021907486540229115,1,0,cross_race
3928,5719,0.0004621964854349958,0,1,cross_race
3928,6184,0.0004621964854349958,0,1,cross_race
3928,4253,0.0004621964854349958,0,0,same_race
4127,6433,0.0036346503321896817,0,1,cross_race
4127,4663,0.013131643061819687,0,1,cross_race
4127,5412,0.014001011758779325,0,0,same_race
4127,5117,0.014855858165900848,0,1,cross_race
3671,3688,0.002200355692669964,1,0,cross_race
3671,6043,0.002200355692669964,1,0,cross_race
3671,3775,0.002357322448392596,1,0,cross_race
1718,3669,1.1102230246251565e-16,1,0,cross_race
1718,4412,0.002964635160953133,1,0,cross_race
1718,2253,0.0033467710306911425,1,1,same_race
1624,3327,4.440892098500626e-16,1,0,cross_race
1624,1681,0.0007131367650146103,1,0,cross_race
1624,7109,0.0028151121975298343,1,1,same_race
1624,2248,0.0029309811993216695,1,0,cross_race
4404,6788,0.0,1,1,same_race
4404,5725,0.0004466955905981784,1,0,cross_race
4404,6696,0.0004638969249501912,1,1,same_race
2954,5117,0.004518819946538799,1,1,same_race
2954,3185,0.0046461074658114,1,1,same_race
2954,5073,0.0051567642744994036,1,1,same_race
2954,3629,0.005968213158173086,1,1,same_race
2696,3748,1.1102230246251565e-16,0,0,same_race
2696,6820,0.0031839750837066028,0,0,same_race
2696,6508,0.003554395005007538,0,0,same_race
2696,6479,0.004625650615709631,0,0,same_race
2892,6221,0.0018500380219020895,1,0,cross_race
2892,5322,0.0018500380219020895,1,0,cross_race
1595,3141,0.09942622039512328,1,1,same_race
1595,2469,0.10901594877619836,1,1,same_race
1595,5131,0.11334337417669715,1,1,same_race
1595,2771,0.11928733754929566,1,0,cross_race
2562,4758,0.0009970579765780085,1,0,cross_race
2562,3328,0.009753282780165629,1,1,same_race
649,6467,1.1102230246251565e-16,0,0,same_race
649,2074,0.002927488704280279,0,0,same_race
649,3672,0.002927488704280279,0,0,same_race
764,6578,0.0,1,1,same_race
764,4247,0.0003280470112638767,1,0,cross_race
764,5129,0.0011821173917141437,1,0,cross_race
764,3158,0.005899710225331534,1,1,same_race
764,6458,0.009364716912637627,1,1,same_race
4656,5666,0.001567734289888989,1,1,same_race
402,865,0.0,0,1,cross_race
402,2011,0.0,0,1,cross_race
402,1619,0.0,0,1,cross_race
402,1876,0.0,0,1,cross_race
1273,2500,3.3306690738754696e-16,1,0,cross_race
1273,5322,3.3306690738754696e-16,1,0,cross_race
1273,6569,0.0016576738183718964,1,0,cross_race
1273,3403,0.0016576738183718964,1,0,cross_race
2977,6647,0.0,1,1,same_race
2977,4200,0.0023715132789950966,1,1,same_race
2977,6851,0.0023715132789950966,1,0,cross_race
1111,3278,2.220446049250313e-16,1,0,cross_race
1111,5169,2.220446049250313e-16,1,1,same_race
1111,3342,2.220446049250313e-16,1,1,same_race
1111,1846,0.0008319886440301127,1,1,same_race
2886,3522,0.0,0,1,cross_race
2886,6614,0.001319534610900619,0,0,same_race
2886,6311,0.001319534610900619,0,0,same_race
2886,3071,0.001325827876978769,0,0,same_race
2886,6736,0.001325827876978769,0,1,cross_race
5374,7170,0.0,1,1,same_race
5374,5479,0.0,1,1,same_race
2276,5386,1.1102230246251565e-16,0,0,same_race
2276,5907,1.1102230246251565e-16,0,1,cross_race
2276,2580,0.0025875345597802246,0,1,cross_race
2276,4672,0.008820594149914873,0,0,same_race
405,1805,0.0011341906190053264,1,1,same_race
405,6810,0.003412649855840999,1,1,same_race
405,1713,0.003412649855840999,1,1,same_race
405,2496,0.004884231087419644,1,1,same_race
4355,5807,0.0029213622049895083,1,1,same_race
2933,5204,0.009728983569644023,1,1,same_race
2933,6506,0.009728983569644023,1,0,cross_race
2933,7189,0.010551517478039396,1,1,same_race
5117,6433,0.0038081329231435257,1,1,same_race
3105,4688,0.0008562823733678782,1,1,same_race
3105,3120,0.0010240129952930888,1,0,cross_race
3289,5265,0.058501136502655315,1,1,same_race
3289,5142,0.062440525265115454,1,1,same_race
2580,5907,0.0025875345597802246,1,1,same_race
2580,5386,0.0025875345597802246,1,0,cross_race
2580,3671,0.01126716559705443,1,1,same_race
4731,7145,0.03396191875174204,1,0,cross_race
4731,5023,0.035346844859352355,1,1,same_race
1813,5265,0.006674914109494279,1,1,same_race
1813,5142,0.010682571555698406,1,1,same_race
1813,2150,0.035371613062296414,1,1,same_race
1813,2822,0.04823514302283971,1,1,same_race
